Period Ending:,202131/08,202031/08,201931/08,201831/08
Total Current Assets,2006.93,1410.58,1363.34,1358.27
"Cash and Short Term Investments 1086.23 614.5 516.83 808.02  Cash - - - -  Cash & Equivalents 1086.23 614.5 516.83 808.02  Short Term Investments - - - -  Total Receivables, Net 845.83 768.18 824.21 493.2  Accounts Receivables - Trade, Net 845.83 768.18 824.21 493.2  Total Inventory 12.85 11.81 - -  Prepaid Expenses 19.3 15.69 - -  Other Current Assets, Total 42.71 0.4 22.3 57.05","Cash and Short Term Investments 1086.23 614.5 516.83 808.02  Cash - - - -  Cash & Equivalents 1086.23 614.5 516.83 808.02  Short Term Investments - - - -  Total Receivables, Net 845.83 768.18 824.21 493.2  Accounts Receivables - Trade, Net 845.83 768.18 824.21 493.2  Total Inventory 12.85 11.81 - -  Prepaid Expenses 19.3 15.69 - -  Other Current Assets, Total 42.71 0.4 22.3 57.05","Cash and Short Term Investments 1086.23 614.5 516.83 808.02  Cash - - - -  Cash & Equivalents 1086.23 614.5 516.83 808.02  Short Term Investments - - - -  Total Receivables, Net 845.83 768.18 824.21 493.2  Accounts Receivables - Trade, Net 845.83 768.18 824.21 493.2  Total Inventory 12.85 11.81 - -  Prepaid Expenses 19.3 15.69 - -  Other Current Assets, Total 42.71 0.4 22.3 57.05","Cash and Short Term Investments 1086.23 614.5 516.83 808.02  Cash - - - -  Cash & Equivalents 1086.23 614.5 516.83 808.02  Short Term Investments - - - -  Total Receivables, Net 845.83 768.18 824.21 493.2  Accounts Receivables - Trade, Net 845.83 768.18 824.21 493.2  Total Inventory 12.85 11.81 - -  Prepaid Expenses 19.3 15.69 - -  Other Current Assets, Total 42.71 0.4 22.3 57.05","Cash and Short Term Investments 1086.23 614.5 516.83 808.02  Cash - - - -  Cash & Equivalents 1086.23 614.5 516.83 808.02  Short Term Investments - - - -  Total Receivables, Net 845.83 768.18 824.21 493.2  Accounts Receivables - Trade, Net 845.83 768.18 824.21 493.2  Total Inventory 12.85 11.81 - -  Prepaid Expenses 19.3 15.69 - -  Other Current Assets, Total 42.71 0.4 22.3 57.05"
Cash and Short Term Investments,1086.23,614.5,516.83,808.02
Cash,-,-,-,-
Cash & Equivalents,1086.23,614.5,516.83,808.02
Short Term Investments,-,-,-,-
"Total Receivables, Net",845.83,768.18,824.21,493.2
"Accounts Receivables - Trade, Net",845.83,768.18,824.21,493.2
Total Inventory,12.85,11.81,-,-
Prepaid Expenses,19.3,15.69,-,-
"Other Current Assets, Total",42.71,0.4,22.3,57.05
Total Assets,2513.44,1751.26,1530.38,1515.87
"Property/Plant/Equipment, Total - Net 113.48 43.68 30.6 30.3  Property/Plant/Equipment, Total - Gross 140.07 61.52 45.21 43.65  Accumulated Depreciation, Total -26.59 -17.84 -14.62 -13.34  Goodwill, Net - - - 2.95  Intangibles, Net 178.37 143.85 69.84 73.51  Long Term Investments 95.22 91.82 28.87 6.82  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 119.43 61.33 37.74 44.02  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 113.48 43.68 30.6 30.3  Property/Plant/Equipment, Total - Gross 140.07 61.52 45.21 43.65  Accumulated Depreciation, Total -26.59 -17.84 -14.62 -13.34  Goodwill, Net - - - 2.95  Intangibles, Net 178.37 143.85 69.84 73.51  Long Term Investments 95.22 91.82 28.87 6.82  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 119.43 61.33 37.74 44.02  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 113.48 43.68 30.6 30.3  Property/Plant/Equipment, Total - Gross 140.07 61.52 45.21 43.65  Accumulated Depreciation, Total -26.59 -17.84 -14.62 -13.34  Goodwill, Net - - - 2.95  Intangibles, Net 178.37 143.85 69.84 73.51  Long Term Investments 95.22 91.82 28.87 6.82  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 119.43 61.33 37.74 44.02  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 113.48 43.68 30.6 30.3  Property/Plant/Equipment, Total - Gross 140.07 61.52 45.21 43.65  Accumulated Depreciation, Total -26.59 -17.84 -14.62 -13.34  Goodwill, Net - - - 2.95  Intangibles, Net 178.37 143.85 69.84 73.51  Long Term Investments 95.22 91.82 28.87 6.82  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 119.43 61.33 37.74 44.02  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 113.48 43.68 30.6 30.3  Property/Plant/Equipment, Total - Gross 140.07 61.52 45.21 43.65  Accumulated Depreciation, Total -26.59 -17.84 -14.62 -13.34  Goodwill, Net - - - 2.95  Intangibles, Net 178.37 143.85 69.84 73.51  Long Term Investments 95.22 91.82 28.87 6.82  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 119.43 61.33 37.74 44.02  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",113.48,43.68,30.6,30.3
