Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,1755,1822,2342.2,2447.78
"Cash and Short Term Investments 1344 1555 1948.51 1755.19  Cash - - - -  Cash & Equivalents 1344 1555 1948.51 1755.19  Short Term Investments - - - -  Total Receivables, Net 59 34 82.23 110.32  Accounts Receivables - Trade, Net - - - -  Total Inventory - - - -  Prepaid Expenses - 212.44 291.4 573.31  Other Current Assets, Total 352 233 20.05 8.97","Cash and Short Term Investments 1344 1555 1948.51 1755.19  Cash - - - -  Cash & Equivalents 1344 1555 1948.51 1755.19  Short Term Investments - - - -  Total Receivables, Net 59 34 82.23 110.32  Accounts Receivables - Trade, Net - - - -  Total Inventory - - - -  Prepaid Expenses - 212.44 291.4 573.31  Other Current Assets, Total 352 233 20.05 8.97","Cash and Short Term Investments 1344 1555 1948.51 1755.19  Cash - - - -  Cash & Equivalents 1344 1555 1948.51 1755.19  Short Term Investments - - - -  Total Receivables, Net 59 34 82.23 110.32  Accounts Receivables - Trade, Net - - - -  Total Inventory - - - -  Prepaid Expenses - 212.44 291.4 573.31  Other Current Assets, Total 352 233 20.05 8.97","Cash and Short Term Investments 1344 1555 1948.51 1755.19  Cash - - - -  Cash & Equivalents 1344 1555 1948.51 1755.19  Short Term Investments - - - -  Total Receivables, Net 59 34 82.23 110.32  Accounts Receivables - Trade, Net - - - -  Total Inventory - - - -  Prepaid Expenses - 212.44 291.4 573.31  Other Current Assets, Total 352 233 20.05 8.97","Cash and Short Term Investments 1344 1555 1948.51 1755.19  Cash - - - -  Cash & Equivalents 1344 1555 1948.51 1755.19  Short Term Investments - - - -  Total Receivables, Net 59 34 82.23 110.32  Accounts Receivables - Trade, Net - - - -  Total Inventory - - - -  Prepaid Expenses - 212.44 291.4 573.31  Other Current Assets, Total 352 233 20.05 8.97"
Cash and Short Term Investments,1344,1555,1948.51,1755.19
Cash,-,-,-,-
Cash & Equivalents,1344,1555,1948.51,1755.19
Short Term Investments,-,-,-,-
"Total Receivables, Net",59,34,82.23,110.32
"Accounts Receivables - Trade, Net",-,-,-,-
Total Inventory,-,-,-,-
Prepaid Expenses,-,212.44,291.4,573.31
"Other Current Assets, Total",352,233,20.05,8.97
Total Assets,2250,2306,2747.61,2855.3
