Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,4181,4625.27,6417.02,8177.45
"Cash and Short Term Investments 4048 2694.43 6316.64 7970.61  Cash - - - -  Cash & Equivalents 4048 2280.49 2533.79 4192.37  Short Term Investments - 413.95 3782.86 3778.24  Total Receivables, Net 4 24.67 6.31 18.61  Accounts Receivables - Trade, Net 3 - - -  Total Inventory 7 - - -  Prepaid Expenses 99 188.35 74.33 139.76  Other Current Assets, Total 23 1717.82 19.74 48.47","Cash and Short Term Investments 4048 2694.43 6316.64 7970.61  Cash - - - -  Cash & Equivalents 4048 2280.49 2533.79 4192.37  Short Term Investments - 413.95 3782.86 3778.24  Total Receivables, Net 4 24.67 6.31 18.61  Accounts Receivables - Trade, Net 3 - - -  Total Inventory 7 - - -  Prepaid Expenses 99 188.35 74.33 139.76  Other Current Assets, Total 23 1717.82 19.74 48.47","Cash and Short Term Investments 4048 2694.43 6316.64 7970.61  Cash - - - -  Cash & Equivalents 4048 2280.49 2533.79 4192.37  Short Term Investments - 413.95 3782.86 3778.24  Total Receivables, Net 4 24.67 6.31 18.61  Accounts Receivables - Trade, Net 3 - - -  Total Inventory 7 - - -  Prepaid Expenses 99 188.35 74.33 139.76  Other Current Assets, Total 23 1717.82 19.74 48.47","Cash and Short Term Investments 4048 2694.43 6316.64 7970.61  Cash - - - -  Cash & Equivalents 4048 2280.49 2533.79 4192.37  Short Term Investments - 413.95 3782.86 3778.24  Total Receivables, Net 4 24.67 6.31 18.61  Accounts Receivables - Trade, Net 3 - - -  Total Inventory 7 - - -  Prepaid Expenses 99 188.35 74.33 139.76  Other Current Assets, Total 23 1717.82 19.74 48.47","Cash and Short Term Investments 4048 2694.43 6316.64 7970.61  Cash - - - -  Cash & Equivalents 4048 2280.49 2533.79 4192.37  Short Term Investments - 413.95 3782.86 3778.24  Total Receivables, Net 4 24.67 6.31 18.61  Accounts Receivables - Trade, Net 3 - - -  Total Inventory 7 - - -  Prepaid Expenses 99 188.35 74.33 139.76  Other Current Assets, Total 23 1717.82 19.74 48.47"
Cash and Short Term Investments,4048,2694.43,6316.64,7970.61
Cash,-,-,-,-
Cash & Equivalents,4048,2280.49,2533.79,4192.37
Short Term Investments,-,413.95,3782.86,3778.24
"Total Receivables, Net",4,24.67,6.31,18.61
"Accounts Receivables - Trade, Net",3,-,-,-
Total Inventory,7,-,-,-
Prepaid Expenses,99,188.35,74.33,139.76
"Other Current Assets, Total",23,1717.82,19.74,48.47
Total Assets,4419,4832.56,6691.94,8740.59
