Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,1794,1699,1432.86,1418.72
"Cash and Short Term Investments 1326 1342 1121.58 1040.11  Cash - - - -  Cash & Equivalents 1326 1342 1121.58 1040.11  Short Term Investments - - - -  Total Receivables, Net 313 278 247.2 331.81  Accounts Receivables - Trade, Net 313 278 247.2 281.35  Total Inventory 25 18 - -  Prepaid Expenses 29 43 56.69 38.16  Other Current Assets, Total 101 18 7.38 8.64","Cash and Short Term Investments 1326 1342 1121.58 1040.11  Cash - - - -  Cash & Equivalents 1326 1342 1121.58 1040.11  Short Term Investments - - - -  Total Receivables, Net 313 278 247.2 331.81  Accounts Receivables - Trade, Net 313 278 247.2 281.35  Total Inventory 25 18 - -  Prepaid Expenses 29 43 56.69 38.16  Other Current Assets, Total 101 18 7.38 8.64","Cash and Short Term Investments 1326 1342 1121.58 1040.11  Cash - - - -  Cash & Equivalents 1326 1342 1121.58 1040.11  Short Term Investments - - - -  Total Receivables, Net 313 278 247.2 331.81  Accounts Receivables - Trade, Net 313 278 247.2 281.35  Total Inventory 25 18 - -  Prepaid Expenses 29 43 56.69 38.16  Other Current Assets, Total 101 18 7.38 8.64","Cash and Short Term Investments 1326 1342 1121.58 1040.11  Cash - - - -  Cash & Equivalents 1326 1342 1121.58 1040.11  Short Term Investments - - - -  Total Receivables, Net 313 278 247.2 331.81  Accounts Receivables - Trade, Net 313 278 247.2 281.35  Total Inventory 25 18 - -  Prepaid Expenses 29 43 56.69 38.16  Other Current Assets, Total 101 18 7.38 8.64","Cash and Short Term Investments 1326 1342 1121.58 1040.11  Cash - - - -  Cash & Equivalents 1326 1342 1121.58 1040.11  Short Term Investments - - - -  Total Receivables, Net 313 278 247.2 331.81  Accounts Receivables - Trade, Net 313 278 247.2 281.35  Total Inventory 25 18 - -  Prepaid Expenses 29 43 56.69 38.16  Other Current Assets, Total 101 18 7.38 8.64"
Cash and Short Term Investments,1326,1342,1121.58,1040.11
Cash,-,-,-,-
Cash & Equivalents,1326,1342,1121.58,1040.11
Short Term Investments,-,-,-,-
"Total Receivables, Net",313,278,247.2,331.81
"Accounts Receivables - Trade, Net",313,278,247.2,281.35
Total Inventory,25,18,-,-
Prepaid Expenses,29,43,56.69,38.16
"Other Current Assets, Total",101,18,7.38,8.64
Total Assets,2395,2300,2149.7,2079.73
