Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,58868,56698,39147,50580
"Cash and Short Term Investments 36597 32404 24610 24825  Cash - - - -  Cash & Equivalents 36597 32404 24610 24825  Short Term Investments - - - -  Total Receivables, Net 12531 12900 5321 15229  Accounts Receivables - Trade, Net 12531 12900 5321 15229  Total Inventory 5972 8300 6190 7872  Prepaid Expenses - 3207 1451 1687  Other Current Assets, Total 3768 3094 1575 967","Cash and Short Term Investments 36597 32404 24610 24825  Cash - - - -  Cash & Equivalents 36597 32404 24610 24825  Short Term Investments - - - -  Total Receivables, Net 12531 12900 5321 15229  Accounts Receivables - Trade, Net 12531 12900 5321 15229  Total Inventory 5972 8300 6190 7872  Prepaid Expenses - 3207 1451 1687  Other Current Assets, Total 3768 3094 1575 967","Cash and Short Term Investments 36597 32404 24610 24825  Cash - - - -  Cash & Equivalents 36597 32404 24610 24825  Short Term Investments - - - -  Total Receivables, Net 12531 12900 5321 15229  Accounts Receivables - Trade, Net 12531 12900 5321 15229  Total Inventory 5972 8300 6190 7872  Prepaid Expenses - 3207 1451 1687  Other Current Assets, Total 3768 3094 1575 967","Cash and Short Term Investments 36597 32404 24610 24825  Cash - - - -  Cash & Equivalents 36597 32404 24610 24825  Short Term Investments - - - -  Total Receivables, Net 12531 12900 5321 15229  Accounts Receivables - Trade, Net 12531 12900 5321 15229  Total Inventory 5972 8300 6190 7872  Prepaid Expenses - 3207 1451 1687  Other Current Assets, Total 3768 3094 1575 967","Cash and Short Term Investments 36597 32404 24610 24825  Cash - - - -  Cash & Equivalents 36597 32404 24610 24825  Short Term Investments - - - -  Total Receivables, Net 12531 12900 5321 15229  Accounts Receivables - Trade, Net 12531 12900 5321 15229  Total Inventory 5972 8300 6190 7872  Prepaid Expenses - 3207 1451 1687  Other Current Assets, Total 3768 3094 1575 967"
Cash and Short Term Investments,36597,32404,24610,24825
Cash,-,-,-,-
Cash & Equivalents,36597,32404,24610,24825
Short Term Investments,-,-,-,-
"Total Receivables, Net",12531,12900,5321,15229
"Accounts Receivables - Trade, Net",12531,12900,5321,15229
Total Inventory,5972,8300,6190,7872
Prepaid Expenses,-,3207,1451,1687
"Other Current Assets, Total",3768,3094,1575,967
Total Assets,80893,70001,52370,64317
