Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,8294,3557.26,4273.13,5477.48
"Cash and Short Term Investments 3559 2610.79 2384.51 2161.94  Cash - - - -  Cash & Equivalents 3559 2610.79 2384.51 2161.94  Short Term Investments - - - -  Total Receivables, Net 67 58.2 36.79 90.08  Accounts Receivables - Trade, Net 17 40.37 25.75 27.53  Total Inventory 4548 760.8 1752.37 3036.97  Prepaid Expenses 35 121.48 42.84 122.68  Other Current Assets, Total 85 5.99 56.63 65.81","Cash and Short Term Investments 3559 2610.79 2384.51 2161.94  Cash - - - -  Cash & Equivalents 3559 2610.79 2384.51 2161.94  Short Term Investments - - - -  Total Receivables, Net 67 58.2 36.79 90.08  Accounts Receivables - Trade, Net 17 40.37 25.75 27.53  Total Inventory 4548 760.8 1752.37 3036.97  Prepaid Expenses 35 121.48 42.84 122.68  Other Current Assets, Total 85 5.99 56.63 65.81","Cash and Short Term Investments 3559 2610.79 2384.51 2161.94  Cash - - - -  Cash & Equivalents 3559 2610.79 2384.51 2161.94  Short Term Investments - - - -  Total Receivables, Net 67 58.2 36.79 90.08  Accounts Receivables - Trade, Net 17 40.37 25.75 27.53  Total Inventory 4548 760.8 1752.37 3036.97  Prepaid Expenses 35 121.48 42.84 122.68  Other Current Assets, Total 85 5.99 56.63 65.81","Cash and Short Term Investments 3559 2610.79 2384.51 2161.94  Cash - - - -  Cash & Equivalents 3559 2610.79 2384.51 2161.94  Short Term Investments - - - -  Total Receivables, Net 67 58.2 36.79 90.08  Accounts Receivables - Trade, Net 17 40.37 25.75 27.53  Total Inventory 4548 760.8 1752.37 3036.97  Prepaid Expenses 35 121.48 42.84 122.68  Other Current Assets, Total 85 5.99 56.63 65.81","Cash and Short Term Investments 3559 2610.79 2384.51 2161.94  Cash - - - -  Cash & Equivalents 3559 2610.79 2384.51 2161.94  Short Term Investments - - - -  Total Receivables, Net 67 58.2 36.79 90.08  Accounts Receivables - Trade, Net 17 40.37 25.75 27.53  Total Inventory 4548 760.8 1752.37 3036.97  Prepaid Expenses 35 121.48 42.84 122.68  Other Current Assets, Total 85 5.99 56.63 65.81"
Cash and Short Term Investments,3559,2610.79,2384.51,2161.94
Cash,-,-,-,-
Cash & Equivalents,3559,2610.79,2384.51,2161.94
Short Term Investments,-,-,-,-
"Total Receivables, Net",67,58.2,36.79,90.08
"Accounts Receivables - Trade, Net",17,40.37,25.75,27.53
Total Inventory,4548,760.8,1752.37,3036.97
Prepaid Expenses,35,121.48,42.84,122.68
"Other Current Assets, Total",85,5.99,56.63,65.81
Total Assets,9073,3988.85,5471.63,6781.68
