Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,1651,1683.96,1191.79,1055.42
"Cash and Short Term Investments 474 675.93 372.11 496.35  Cash - - - -  Cash & Equivalents 474 675.93 372.11 496.35  Short Term Investments - - - -  Total Receivables, Net 492 497.84 379.63 256.59  Accounts Receivables - Trade, Net 459 497.84 379.63 247.08  Total Inventory 637 459.78 405.56 267.31  Prepaid Expenses 30 31.07 21.67 26.41  Other Current Assets, Total 18 19.34 12.8 8.77","Cash and Short Term Investments 474 675.93 372.11 496.35  Cash - - - -  Cash & Equivalents 474 675.93 372.11 496.35  Short Term Investments - - - -  Total Receivables, Net 492 497.84 379.63 256.59  Accounts Receivables - Trade, Net 459 497.84 379.63 247.08  Total Inventory 637 459.78 405.56 267.31  Prepaid Expenses 30 31.07 21.67 26.41  Other Current Assets, Total 18 19.34 12.8 8.77","Cash and Short Term Investments 474 675.93 372.11 496.35  Cash - - - -  Cash & Equivalents 474 675.93 372.11 496.35  Short Term Investments - - - -  Total Receivables, Net 492 497.84 379.63 256.59  Accounts Receivables - Trade, Net 459 497.84 379.63 247.08  Total Inventory 637 459.78 405.56 267.31  Prepaid Expenses 30 31.07 21.67 26.41  Other Current Assets, Total 18 19.34 12.8 8.77","Cash and Short Term Investments 474 675.93 372.11 496.35  Cash - - - -  Cash & Equivalents 474 675.93 372.11 496.35  Short Term Investments - - - -  Total Receivables, Net 492 497.84 379.63 256.59  Accounts Receivables - Trade, Net 459 497.84 379.63 247.08  Total Inventory 637 459.78 405.56 267.31  Prepaid Expenses 30 31.07 21.67 26.41  Other Current Assets, Total 18 19.34 12.8 8.77","Cash and Short Term Investments 474 675.93 372.11 496.35  Cash - - - -  Cash & Equivalents 474 675.93 372.11 496.35  Short Term Investments - - - -  Total Receivables, Net 492 497.84 379.63 256.59  Accounts Receivables - Trade, Net 459 497.84 379.63 247.08  Total Inventory 637 459.78 405.56 267.31  Prepaid Expenses 30 31.07 21.67 26.41  Other Current Assets, Total 18 19.34 12.8 8.77"
Cash and Short Term Investments,474,675.93,372.11,496.35
Cash,-,-,-,-
Cash & Equivalents,474,675.93,372.11,496.35
Short Term Investments,-,-,-,-
"Total Receivables, Net",492,497.84,379.63,256.59
"Accounts Receivables - Trade, Net",459,497.84,379.63,247.08
Total Inventory,637,459.78,405.56,267.31
Prepaid Expenses,30,31.07,21.67,26.41
"Other Current Assets, Total",18,19.34,12.8,8.77
Total Assets,1993,1981.47,1468.29,1261
"Property/Plant/Equipment, Total - Net 98 43.21 56.2 37.3  Property/Plant/Equipment, Total - Gross - 103.56 93.72 58.48  Accumulated Depreciation, Total - -60.35 -37.51 -21.18  Goodwill, Net - - - -  Intangibles, Net 89 108.9 78.79 55.85  Long Term Investments 131 22.3 22.3 22.3  Note Receivable - Long Term 33 - - -  Other Long Term Assets, Total 2 123.09 119.22 90.14  Other Assets, Total 185 - - -","Property/Plant/Equipment, Total - Net 98 43.21 56.2 37.3  Property/Plant/Equipment, Total - Gross - 103.56 93.72 58.48  Accumulated Depreciation, Total - -60.35 -37.51 -21.18  Goodwill, Net - - - -  Intangibles, Net 89 108.9 78.79 55.85  Long Term Investments 131 22.3 22.3 22.3  Note Receivable - Long Term 33 - - -  Other Long Term Assets, Total 2 123.09 119.22 90.14  Other Assets, Total 185 - - -","Property/Plant/Equipment, Total - Net 98 43.21 56.2 37.3  Property/Plant/Equipment, Total - Gross - 103.56 93.72 58.48  Accumulated Depreciation, Total - -60.35 -37.51 -21.18  Goodwill, Net - - - -  Intangibles, Net 89 108.9 78.79 55.85  Long Term Investments 131 22.3 22.3 22.3  Note Receivable - Long Term 33 - - -  Other Long Term Assets, Total 2 123.09 119.22 90.14  Other Assets, Total 185 - - -","Property/Plant/Equipment, Total - Net 98 43.21 56.2 37.3  Property/Plant/Equipment, Total - Gross - 103.56 93.72 58.48  Accumulated Depreciation, Total - -60.35 -37.51 -21.18  Goodwill, Net - - - -  Intangibles, Net 89 108.9 78.79 55.85  Long Term Investments 131 22.3 22.3 22.3  Note Receivable - Long Term 33 - - -  Other Long Term Assets, Total 2 123.09 119.22 90.14  Other Assets, Total 185 - - -","Property/Plant/Equipment, Total - Net 98 43.21 56.2 37.3  Property/Plant/Equipment, Total - Gross - 103.56 93.72 58.48  Accumulated Depreciation, Total - -60.35 -37.51 -21.18  Goodwill, Net - - - -  Intangibles, Net 89 108.9 78.79 55.85  Long Term Investments 131 22.3 22.3 22.3  Note Receivable - Long Term 33 - - -  Other Long Term Assets, Total 2 123.09 119.22 90.14  Other Assets, Total 185 - - -"
"Property/Plant/Equipment, Total - Net",98,43.21,56.2,37.3
"Property/Plant/Equipment, Total - Gross",-,103.56,93.72,58.48
"Accumulated Depreciation, Total",-,-60.35,-37.51,-21.18
"Goodwill, Net",-,-,-,-
"Intangibles, Net",89,108.9,78.79,55.85
Long Term Investments,131,22.3,22.3,22.3
Note Receivable - Long Term,33,-,-,-
"Other Long Term Assets, Total",2,123.09,119.22,90.14
"Other Assets, Total",185,-,-,-
Total Current Liabilities,838,795,684.29,585.67
"Accounts Payable 228 237.59 173.02 138.29  Payable/Accrued - - - -  Accrued Expenses 212 180.35 137.84 123.74  Notes Payable/Short Term Debt 200 200 200 190  Current Port. of LT Debt/Capital Leases 139 120.15 140.28 123.75  Other Current liabilities, Total 59 103 33.15 9.89","Accounts Payable 228 237.59 173.02 138.29  Payable/Accrued - - - -  Accrued Expenses 212 180.35 137.84 123.74  Notes Payable/Short Term Debt 200 200 200 190  Current Port. of LT Debt/Capital Leases 139 120.15 140.28 123.75  Other Current liabilities, Total 59 103 33.15 9.89","Accounts Payable 228 237.59 173.02 138.29  Payable/Accrued - - - -  Accrued Expenses 212 180.35 137.84 123.74  Notes Payable/Short Term Debt 200 200 200 190  Current Port. of LT Debt/Capital Leases 139 120.15 140.28 123.75  Other Current liabilities, Total 59 103 33.15 9.89","Accounts Payable 228 237.59 173.02 138.29  Payable/Accrued - - - -  Accrued Expenses 212 180.35 137.84 123.74  Notes Payable/Short Term Debt 200 200 200 190  Current Port. of LT Debt/Capital Leases 139 120.15 140.28 123.75  Other Current liabilities, Total 59 103 33.15 9.89","Accounts Payable 228 237.59 173.02 138.29  Payable/Accrued - - - -  Accrued Expenses 212 180.35 137.84 123.74  Notes Payable/Short Term Debt 200 200 200 190  Current Port. of LT Debt/Capital Leases 139 120.15 140.28 123.75  Other Current liabilities, Total 59 103 33.15 9.89"
Accounts Payable,228,237.59,173.02,138.29
Payable/Accrued,-,-,-,-
Accrued Expenses,212,180.35,137.84,123.74
Notes Payable/Short Term Debt,200,200,200,190
Current Port. of LT Debt/Capital Leases,139,120.15,140.28,123.75
"Other Current liabilities, Total",59,103,33.15,9.89
Total Liabilities,1151,999,1013.06,839.26
"Total Long Term Debt 277 179 300.69 231.98  Long Term Debt 272 165 276.89 203.12  Capital Lease Obligations 5 14 23.8 28.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -164 -451.89 28.08 21.61","Total Long Term Debt 277 179 300.69 231.98  Long Term Debt 272 165 276.89 203.12  Capital Lease Obligations 5 14 23.8 28.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -164 -451.89 28.08 21.61","Total Long Term Debt 277 179 300.69 231.98  Long Term Debt 272 165 276.89 203.12  Capital Lease Obligations 5 14 23.8 28.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -164 -451.89 28.08 21.61","Total Long Term Debt 277 179 300.69 231.98  Long Term Debt 272 165 276.89 203.12  Capital Lease Obligations 5 14 23.8 28.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -164 -451.89 28.08 21.61","Total Long Term Debt 277 179 300.69 231.98  Long Term Debt 272 165 276.89 203.12  Capital Lease Obligations 5 14 23.8 28.86  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -164 -451.89 28.08 21.61"
Total Long Term Debt,277,179,300.69,231.98
Long Term Debt,272,165,276.89,203.12
Capital Lease Obligations,5,14,23.8,28.86
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-164,-451.89,28.08,21.61
Total Equity,842,983.09,455.24,421.74
